,created_date,city_mapped,first_platform_c,first_utm_medium_c,first_utm_source_c,total_leads_droppped,referred_lead,1_on_1_industry_mentorship,call_us_button_clicked,career_assistance,career_coach,career_impact,careers,chat_clicked,companies,download_button_clicked,download_syllabus,emi_partner_click,emi_plans_clicked,fee_component_click,hiring_partners,homepage_upgrad_support_number_clicked,industry_projects_case_studies,live_chat_button_clicked,payment_amount_toggle_mover,placement_support,placement_support_banner_tab_clicked,program_structure,programme_curriculum,programme_faculty,request_callback_on_instant_customer_support_cta_clicked,shorts_entry_click,social_referral_click,specialisation_tab_clicked,specializations,specilization_click,syllabus,syllabus_expand,syllabus_submodule_expand,tab_career_assistance,tab_job_opportunities,tab_student_support,view_programs_page,whatsapp_chat_click
6871,2021-11-08 14:07:15,,Level1,Level184,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6872,2021-08-18 22:53:13,mumbai,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6873,2022-01-13 10:21:38,,Level24,Level145,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6874,2021-09-21 05:14:11,bhopal,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6875,2021-12-21 12:02:34,patna,Level0,Level109,Level1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6876,2021-07-12 13:35:13,meerut,Level0,Level41,Level20,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6877,2022-01-12 10:56:58,jalandhar,Level24,Level63,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6878,2021-11-26 05:42:20,chandigarh,Level0,Level95,Level44,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6879,2021-08-03 16:36:31,chennai,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6880,2021-11-04 04:53:22,ahmedabad,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6881,2021-08-27 15:34:58,mumbai,Level2,Level28,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6882,2021-09-25 15:47:38,mumbai,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6883,2021-12-26 07:57:50,bengaluru,Level10,Level8,Level24,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6884,2021-11-16 08:38:32,mumbai,Level2,Level28,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6885,2021-07-01 13:53:45,ahmedabad,Level1,Level20,Level12,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6886,2021-12-13 02:29:10,mandi,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6887,2021-12-30 08:48:18,ncr,Level0,Level100,Level1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,2021-09-15 06:43:41,mumbai,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6889,2021-11-26 14:53:06,dholva,Level11,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6890,2021-10-02 13:05:16,bhubaneswar,Level3,Level0,Level0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6891,2021-12-03 16:20:53,ncr,Level0,Level50,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6892,2021-07-29 18:02:16,bengaluru,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6893,2021-12-24 16:46:39,hisar,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6894,2021-08-13 16:44:04,,Level4,Level30,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6895,2021-10-15 13:48:01,haldwani,Level0,Level6,Level23,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6896,2022-01-10 12:26:43,ncr,Level3,Level0,Level0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6897,2021-08-22 17:31:50,mumbai,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6898,2021-12-17 02:13:42,malda,Level0,Level13,Level2,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6899,2021-08-19 08:34:20,mumbai,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6900,2022-01-30 06:30:13,ahmedabad,Level2,Level38,Level19,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6901,2021-09-15 10:31:37,mandi,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902,2021-08-13 16:29:42,south bengal,Level7,Level23,Level6,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6903,2022-01-05 09:33:48,bengaluru,Level15,Level26,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6904,2021-08-05 16:28:48,ncr,Level7,Level23,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6905,2021-08-31 16:10:57,amethi,Level7,Level23,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6906,2021-07-04 16:54:33,ahmedabad,Level1,Level20,Level12,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6907,2021-09-29 07:44:23,mumbai,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6908,2021-09-18 14:38:43,bihar,Level1,Level15,Level4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6909,2021-11-10 07:40:36,ncr,Level10,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6910,2021-09-03 09:47:33,chennai,Level0,Level0,Level0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6911,2022-01-05 05:44:22,hyderabad,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6912,2022-02-12 14:55:34,ahmedabad,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6913,2021-09-10 11:11:24,basti,Level0,Level4,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6914,2021-08-04 17:11:14,chennai,Level7,Level23,Level6,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6915,2021-08-19 15:16:44,,Level4,Level30,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6916,2021-10-11 11:38:52,pune,Level10,Level0,Level0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6917,2022-01-19 14:01:25,mumbai,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6918,2022-02-14 00:09:00,chennai,Level0,Level9,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6919,2021-07-12 17:59:11,kolkata,Level10,Level64,Level35,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6920,2021-09-07 14:04:28,nan,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6921,2022-02-01 15:54:34,bengaluru,Level0,Level11,Level9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6922,2022-01-16 12:16:57,bengaluru,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6923,2021-07-23 18:46:06,,Level4,Level36,Level4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6924,2021-12-09 05:06:48,mumbai,Level0,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6925,2022-01-25 13:54:26,pune,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6926,2022-02-10 07:09:01,chandigarh,Level10,Level40,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6927,2021-10-05 07:45:23,indore,Level10,Level41,Level20,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6928,2021-11-13 14:13:46,coimbatore,Level0,Level41,Level20,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6929,2021-08-05 16:40:33,dehradun,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6930,2021-09-21 08:25:29,tiruchi,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6931,2022-02-12 14:43:36,bengaluru,Level10,Level4,Level2,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6932,2021-09-22 16:18:39,ncr,Level4,Level344,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6933,2021-11-09 18:55:45,ncr,Level0,Level4,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6934,2022-02-05 14:50:55,mumbai,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6935,2021-09-22 15:11:52,pune,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6936,2021-12-04 16:22:15,bhiwani,Level0,Level56,Level30,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6937,2021-08-14 14:32:41,bhopal,Level8,Level8,Level24,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6938,2021-11-26 09:06:43,ncr,Level0,Level55,Level1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6939,2021-09-29 05:13:10,mumbai,Level2,Level11,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6940,2021-09-12 03:02:48,lucknow,Level0,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6941,2021-11-19 04:19:45,pune,Level3,Level60,Level21,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6942,2021-11-09 20:40:44,ahmedabad,Level0,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6943,2021-12-29 07:29:51,visakhapatnam,Level0,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6944,2021-07-10 05:38:22,patna,Level0,Level27,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6945,2022-01-03 04:24:26,mumbai,Level10,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6946,2022-02-08 11:23:44,ncr,Level10,Level0,Level0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,2021-09-27 08:15:08,ahmedabad,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6948,2022-01-16 15:22:05,mumbai,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6949,2021-07-29 14:09:12,sasaram,Level11,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6950,2022-01-04 09:27:21,bengaluru,Level15,Level26,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6951,2021-09-01 03:50:30,hyderabad,Level0,Level13,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6952,2022-01-15 07:11:25,jaipur,Level11,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6953,2021-09-15 07:33:48,hyderabad,Level37,Level217,Level14,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6954,2022-01-02 05:06:27,mumbai,Level0,Level8,Level7,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6955,2021-08-06 17:43:41,chennai,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6956,2021-07-29 14:59:40,chennai,Level6,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6957,2022-01-15 16:41:17,bareilly,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6958,2021-10-27 08:51:08,nan,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6959,2022-01-12 06:10:14,bengaluru,Level15,Level26,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6960,2021-12-11 14:32:02,pan india,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6961,2021-12-02 12:44:30,nakodar,Level2,Level28,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6962,2021-09-03 16:20:22,nan,Level17,Level29,Level15,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6963,2021-09-06 15:35:23,kolkata,Level40,Level6,Level23,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6964,2021-09-23 14:10:33,pune,Level5,Level13,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965,2022-01-10 00:45:46,jaipur,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6966,2021-08-15 16:34:53,lucknow,Level3,Level54,Level21,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967,2021-11-22 15:35:19,ncr,Level7,Level7,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6968,2021-10-03 09:10:00,mangalore,Level7,Level7,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6969,2022-01-25 16:04:26,kolkata,Level0,Level9,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6970,2021-09-27 15:17:09,muzaffarnagar,Level14,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6971,2021-12-01 17:44:24,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6972,2021-11-12 10:40:28,bengaluru,Level3,Level60,Level21,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6973,2021-10-13 12:13:46,bengaluru,Level3,Level0,Level0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6974,2021-10-19 15:55:06,punjab,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6975,2022-02-04 15:47:57,ncr,Level1,Level91,Level41,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6976,2021-09-02 11:08:51,mumbai,Level21,Level51,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6977,2021-08-30 15:21:27,,Level4,Level36,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6978,2022-01-15 14:47:21,ambala,Level2,Level38,Level19,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,2021-11-06 12:16:24,mumbai,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6980,2021-09-09 08:41:48,lucknow,Level3,Level54,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6981,2021-11-25 14:27:41,boisar,Level0,Level8,Level7,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982,2021-07-25 13:59:08,sandeep sharma,Level11,Level50,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6983,2021-07-05 14:52:16,ncr,Level7,Level32,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6984,2021-09-29 15:16:30,goshainganj,Level3,Level54,Level21,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6985,2021-11-23 13:24:24,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6986,2021-08-30 15:32:57,ncr,Level0,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6987,2022-01-12 18:44:52,ncr,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6988,2021-10-27 01:30:26,hyderabad,Level0,Level13,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6989,2021-08-18 15:54:39,hyderabad,Level4,Level5,Level4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990,2021-07-14 15:19:28,salem,Level19,Level2,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6991,2021-09-13 01:12:22,belgaum,Level0,Level11,Level9,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6992,2021-12-05 00:18:58,dibai,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6993,2021-11-11 13:27:00,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6994,2021-07-24 06:11:09,kolkata,Level3,Level315,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6995,2021-10-22 19:14:21,kolkata,Level3,Level60,Level21,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6996,2021-11-22 07:26:07,chennai,Level3,Level60,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6997,2021-12-31 11:38:51,guwahati,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6998,2022-01-24 15:44:53,mohali,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6999,2021-12-23 16:35:24,hospet,Level0,Level41,Level20,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,2022-02-05 14:02:27,indore,Level11,Level21,Level13,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,2021-07-22 07:18:08,coimbatore,Level24,Level157,Level15,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002,2021-10-20 04:06:32,indore,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,2021-08-26 18:28:13,ncr,Level0,Level11,Level9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7004,2021-07-27 12:46:55,chennai,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7005,2021-08-18 15:08:29,ranchi,Level8,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006,2021-10-12 07:50:31,lucknow,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7007,2021-08-08 15:51:15,kangeyam,Level7,Level14,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7008,2021-08-06 16:06:04,mumbai,Level6,Level6,Level5,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,2021-10-28 17:08:32,mumbai,Level14,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,2022-01-16 07:32:37,jaipur,Level0,Level9,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,2021-12-02 12:35:12,chennai,Level7,Level22,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,2021-10-23 19:58:58,bengaluru,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,2021-11-28 09:33:38,chandigarh,Level0,Level18,Level9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,2021-08-15 14:26:28,indore,Level0,Level11,Level9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,2021-07-30 15:46:02,,Level9,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7016,2021-09-13 14:30:51,nan,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017,2022-02-14 03:55:21,ahmedabad,Level2,Level2,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7018,2021-12-20 07:06:12,hyderabad,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019,2021-09-21 13:23:23,,Level9,Level9,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7020,2021-07-25 15:10:41,ahmedabad,Level6,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021,2021-07-22 15:06:47,north bengal and sikkim,Level22,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7022,2021-12-16 08:36:47,mumbai,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023,2021-10-22 05:37:01,jaipur,Level24,Level63,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7024,2021-08-09 14:21:12,ncr,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025,2021-08-17 18:01:08,coimbatore,Level7,Level14,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026,2021-10-21 12:04:00,hyderabad,Level0,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7027,2021-09-04 14:12:38,kanpur,Level6,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028,2021-07-31 18:09:25,kolkata,Level7,Level264,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7029,2021-12-24 15:44:35,ncr,Level0,Level13,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7030,2021-07-07 13:39:12,guwahati,Level3,Level0,Level0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7031,2021-12-15 19:18:35,bengaluru,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7032,2021-07-12 13:53:23,sanaa,Level8,Level8,Level7,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033,2021-10-28 13:07:44,patna,Level11,Level21,Level13,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7034,2021-10-30 14:21:53,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7035,2022-02-04 06:04:09,,Level11,Level38,Level19,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7036,2021-09-06 17:19:39,ncr,Level8,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7037,2021-10-05 17:53:07,mumbai,Level3,Level60,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038,2022-01-20 06:02:49,mumbai,Level1,Level115,Level22,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039,2021-09-06 12:31:06,ncr,Level10,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7040,2021-07-01 16:33:05,kolkata,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7041,2021-12-04 02:30:23,prayagraj,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7042,2022-01-25 09:28:11,hooghly,Level7,Level22,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7043,2021-10-09 03:26:16,bhopal,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044,2021-10-05 13:53:22,ncr,Level2,Level8,Level7,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,2021-10-08 07:26:10,bengaluru,Level0,Level11,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
